Name,Geometrie (EWKT),Verwaltungseinheit,Verwaltungsebene,Planungsregion,Anteil Wasserkraft an Stromproduktion EE (%),Anteil Wind an Stromproduktion EE (%),Anteil PV an Stromproduktion EE (%),Anteil Biomasse an Stromproduktion EE (%),Anteil Geothermie an Stromproduktion EE (%),Stromproduktion Wasserkraft 2022 (MWh/a),Stromproduktion Wind 2022 (MWh/a),Stromproduktion PV 2022 (MWh/a),Stromproduktion Biomasse 2022 (MWh/a),Stromproduktion Geothermie 2022 (MWh/a),Stromproduktion EE 2022 (MWh/a),Einwohnerzahl,Fläche (km²)
Grabenstätt,SRID=31468;POINT (4540650.126675565 5300632.991539654),189119,Gemeinde,18.0,0.78,0.0,76.0,23.2,0.0,74.8,0.0,7255.0,2211.0,0.0,9540.0,4429.0,37.8
Grassau,SRID=31468;POINT (4534423.450508651 5293430.370822077),189120,Gemeinde,18.0,3.3,0.0,56.3,40.4,0.0,203.0,0.0,3415.0,2448.0,0.0,6066.0,7115.0,35.8
Inzell,SRID=31468;POINT (4556245.43204608 5291854.167351368),189124,Gemeinde,18.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2326.0,0.0,0.0,2326.0,4848.0,45.4
Kienberg,SRID=31468;POINT (4534587.920911672 5322118.046725649),189126,Gemeinde,18.0,0.0,0.0,41.1,58.9,0.0,0.0,0.0,10894.0,15610.0,0.0,26504.0,1380.0,22.9
Kirchanschöring,SRID=31468;POINT (4562666.699790918 5313078.983610854),189127,Gemeinde,18.0,0.0,0.0,49.1,50.9,0.0,0.0,0.0,4196.0,4358.0,0.0,8554.0,3339.0,25.3
Marquartstein,SRID=31468;POINT (4534778.801933692 5291090.783302927),189129,Gemeinde,18.0,73.5,0.0,24.4,2.0,0.0,5073.0,0.0,1687.0,141.0,0.0,6900.0,3269.0,13.4
Nußdorf,SRID=31468;POINT (4544660.325854917 5307631.234323907),189130,Gemeinde,18.0,32.9,0.0,63.0,4.1,0.0,2653.0,0.0,5077.0,328.0,0.0,8058.0,2440.0,16.1
Obing,SRID=31468;POINT (4530498.850970803 5318148.863527536),189133,Gemeinde,18.0,0.0,0.0,67.7,32.3,0.0,0.0,0.0,11436.0,5457.0,0.0,16892.0,4347.0,43.8
Palling,SRID=31468;POINT (4547825.5621114215 5318278.0910066785),189134,Gemeinde,18.0,0.0,26.7,65.6,7.7,0.0,0.0,4454.0,10925.0,1282.0,0.0,16661.0,3488.0,53.9
Petting,SRID=31468;POINT (4561120.527790495 5308534.222758861),189135,Gemeinde,18.0,8.2,0.0,75.4,16.4,0.0,1241.0,0.0,11435.0,2484.0,0.0,15160.0,2339.0,30
Pittenhart,SRID=31468;POINT (4529198.308552739 5315373.441659637),189137,Gemeinde,18.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,5185.0,6325.0,0.0,11510.0,1858.0,27.9
Reit im Winkl,SRID=31468;POINT (4535332.301287816 5282199.323653167),189139,Gemeinde,18.0,14.8,0.0,85.2,0.0,0.0,160.0,0.0,925.0,0.0,0.0,1085.0,2340.0,71.1
Ruhpolding,SRID=31468;POINT (4548491.905133878 5291915.059677188),189140,Gemeinde,18.0,54.1,0.0,45.9,0.0,0.0,3613.0,0.0,3063.0,0.0,0.0,6676.0,6991.0,148
Schleching,SRID=31468;POINT (4529848.619599796 5286953.494273519),189141,Gemeinde,18.0,74.4,0.0,25.6,0.0,0.0,2146.0,0.0,739.0,0.0,0.0,2885.0,1888.0,45.2
Schnaitsee,SRID=31468;POINT (4527767.593182209 5325896.288470875),189142,Gemeinde,18.0,0.0,3.6,19.7,76.8,0.0,0.0,1956.0,10837.0,42279.0,0.0,55072.0,3735.0,61.2
Seeon-Seebruck,SRID=31468;POINT (4535777.7690642085 5311031.817212869),189143,Gemeinde,18.0,37.9,0.0,37.3,24.8,0.0,9393.0,0.0,9262.0,6148.0,0.0,24803.0,4496.0,48
Siegsdorf,SRID=31468;POINT (4548163.91115334 5298280.479560132),189145,Gemeinde,18.0,56.6,0.0,41.2,2.2,0.0,7736.0,0.0,5627.0,304.0,0.0,13667.0,8377.0,57.1
Staudach-Egerndach,SRID=31468;POINT (4536107.23016754 5293616.099678649),189146,Gemeinde,18.0,32.4,0.0,67.6,0.0,0.0,394.0,0.0,821.0,0.0,0.0,1215.0,1168.0,19.4
Surberg,SRID=31468;POINT (4552930.926130456 5302882.431224584),189148,Gemeinde,18.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2703.0,0.0,0.0,2703.0,3399.0,23.7
Tacherting,SRID=31468;POINT (4542518.9921004735 5326824.485388811),189149,Gemeinde,18.0,45.5,0.0,25.5,29.0,0.0,38565.0,0.0,21575.0,24552.0,0.0,84691.0,5752.0,50.3
Taching a.See,SRID=31468;POINT (4554248.612408438 5313946.861963318),189150,Gemeinde,18.0,2.6,0.0,36.3,61.1,0.0,246.0,0.0,3487.0,5871.0,0.0,9604.0,2158.0,26.8
Tittmoning,SRID=31468;POINT (4557422.662135134 5324991.877908382),189152,Gemeinde,18.0,7.3,0.0,51.0,41.7,0.0,1722.0,0.0,12020.0,9817.0,0.0,23559.0,5821.0,72.1
Traunreut,SRID=31468;POINT (4544419.48562794 5313883.449069342),189154,Gemeinde,18.0,9.7,0.0,19.1,33.1,38.2,8033.0,0.0,15893.0,27498.0,31759.0,83183.0,20861.0,45.1
Traunstein,SRID=31468;POINT (4548059.102613553 5303433.928060942),189155,Gemeinde,18.0,28.6,0.0,64.0,7.4,0.0,6057.0,0.0,13567.0,1577.0,0.0,21200.0,20868.0,48.6
Trostberg,SRID=31468;POINT (4541636.216823802 5321192.098259048),189157,Gemeinde,18.0,34.8,0.0,37.6,27.6,0.0,14792.0,0.0,15992.0,11749.0,0.0,42533.0,11355.0,51.6
Übersee,SRID=31468;POINT (4536242.394744887 5298230.40018039),189159,Gemeinde,18.0,5.5,0.0,94.5,0.0,0.0,226.0,0.0,3918.0,0.0,0.0,4144.0,5050.0,30.6
Unterwössen,SRID=31468;POINT (4534447.800173721 5288927.881674894),189160,Gemeinde,18.0,37.7,0.0,34.5,27.8,0.0,1794.0,0.0,1639.0,1323.0,0.0,4757.0,3680.0,41.3
Vachendorf,SRID=31468;POINT (4545535.275610327 5300548.198521903),189161,Gemeinde,18.0,4.8,0.0,65.5,29.7,0.0,109.0,0.0,1477.0,670.0,0.0,2256.0,1815.0,10
Waging a.See,SRID=31468;POINT (4554954.154766841 5310821.64926888),189162,Gemeinde,18.0,0.0,0.0,52.3,47.7,0.0,0.0,0.0,7926.0,7228.0,0.0,15154.0,7082.0,48.9
Wonneberg,SRID=31468;POINT (4553862.241610852 5308748.632065801),189165,Gemeinde,18.0,0.0,0.0,74.5,25.5,0.0,0.0,0.0,2578.0,882.0,0.0,3460.0,1588.0,18
Chiemsee,SRID=31468;POINT (4534003.031224953 5304470.541261481),189451,Gemeinde,18.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,10.6,unbekannt,77.8
Waginger See,SRID=31468;POINT (4557497.422484203 5312278.015276467),189452,Gemeinde,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,9
Weilheim-Schongau,SRID=31468;POINT (4428786.4164247075 5294807.201381198),190000,Landkreis,unbekannt,49.8,0.12,30.7,19.4,0.0,286695.0,693.0,176446.0,111700.0,0.0,575534.0,136642.0,966
Altenstadt,SRID=31468;POINT (4415661.361781933 5298951.187985264),190111,Gemeinde,17.0,0.06,0.0,8.7,91.3,0.0,56.8,0.0,7595.0,79977.0,0.0,87628.0,3287.0,18.7
Antdorf,SRID=31468;POINT (4448248.0881029805 5290354.027889899),190113,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6986.0,0.0,0.0,6986.0,1339.0,22.4
Bernbeuren,SRID=31468;POINT (4408460.001104718 5289559.690328903),190114,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3775.0,0.0,0.0,3775.0,2471.0,41.6
Bernried am Starnberger See,SRID=31468;POINT (4447180.073669242 5303477.264208689),190115,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1269.0,0.0,0.0,1269.0,2394.0,13.8
Böbing,SRID=31468;POINT (4424241.033164441 5291244.995069119),190117,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3066.0,0.0,0.0,3066.0,1902.0,40.3
Burggen,SRID=31468;POINT (4411561.082641028 5294099.237252349),190118,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6267.0,0.0,0.0,6267.0,1705.0,24.9
Eberfing,SRID=31468;POINT (4440238.859146841 5295658.960155149),190120,Gemeinde,17.0,0.0,0.0,64.8,35.2,0.0,0.0,0.0,2300.0,1250.0,0.0,3550.0,1496.0,25.9
Eglfing,SRID=31468;POINT (4438510.459164029 5288745.915124569),190121,Gemeinde,17.0,0.0,0.0,38.7,61.3,0.0,0.0,0.0,1994.0,3157.0,0.0,5151.0,1102.0,16.2
Habach,SRID=31468;POINT (4446193.487549343 5288136.793463987),190126,Gemeinde,17.0,4.1,0.0,95.9,0.0,0.0,65.0,0.0,1507.0,0.0,0.0,1572.0,1167.0,12.2
Hohenfurch,SRID=31468;POINT (4417607.770381341 5301798.529651795),190129,Gemeinde,17.0,81.3,0.0,12.2,6.5,0.0,28857.0,0.0,4325.0,2301.0,0.0,35482.0,1673.0,12.4
Hohenpeißenberg,SRID=31468;POINT (4425671.485323022 5295607.710663392),190130,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3139.0,0.0,0.0,3139.0,3849.0,20.5
Huglfing,SRID=31468;POINT (4436875.018688155 5292669.73945837),190131,Gemeinde,17.0,2.5,0.0,97.5,0.0,0.0,57.2,0.0,2278.0,0.0,0.0,2336.0,2930.0,24.4
Iffeldorf,SRID=31468;POINT (4449366.9715252 5292804.670432433),190132,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1519.0,0.0,0.0,1519.0,2754.0,27.6
Ingenried,SRID=31468;POINT (4408900.723941613 5298055.47561042),190133,Gemeinde,17.0,0.0,0.0,93.5,6.5,0.0,0.0,0.0,4419.0,308.0,0.0,4727.0,1081.0,17.4
Oberhausen,SRID=31468;POINT (4434951.333142396 5293703.220452561),190135,Gemeinde,17.0,3.6,0.0,96.4,0.0,0.0,70.6,0.0,1885.0,0.0,0.0,1955.0,2146.0,14.9
Obersöchering,SRID=31468;POINT (4441620.005850306 5288870.5710852025),190136,Gemeinde,17.0,0.0,0.0,96.5,3.5,0.0,0.0,0.0,2238.0,82.2,0.0,2320.0,1574.0,24.3
Pähl,SRID=31468;POINT (4438090.376737736 5307755.923977914),190138,Gemeinde,17.0,0.0,0.0,97.1,2.9,0.0,0.0,0.0,7435.0,219.0,0.0,7654.0,2464.0,32.2
Peißenberg,SRID=31468;POINT (4430590.60955547 5296703.011067853),190139,Gemeinde,17.0,0.0,0.0,76.7,23.3,0.0,0.0,0.0,10556.0,3212.0,0.0,13769.0,12674.0,32.7
Peiting,SRID=31468;POINT (4419720.465094096 5295626.464367365),190140,Gemeinde,17.0,25.0,3.0,52.3,19.7,0.0,5740.0,693.0,11999.0,4531.0,0.0,22962.0,11588.0,75.1
Penzberg,SRID=31468;POINT (4453338.647019239 5290571.941468504),190141,Gemeinde,17.0,73.0,0.0,27.0,0.0,0.0,23730.0,0.0,8766.0,0.0,0.0,32496.0,16553.0,25.7
Polling,SRID=31468;POINT (4435178.150821789 5297381.727299561),190142,Gemeinde,17.0,10.5,0.0,89.5,0.0,0.0,493.0,0.0,4193.0,0.0,0.0,4686.0,3625.0,29.2
Prem,SRID=31468;POINT (4410339.811172954 5282918.018983258),190143,Gemeinde,17.0,32.8,0.0,67.2,0.0,0.0,746.0,0.0,1528.0,0.0,0.0,2274.0,935.0,15.9
Raisting,SRID=31468;POINT (4433469.790085632 5308646.218450295),190144,Gemeinde,17.0,0.0,0.0,78.7,21.3,0.0,0.0,0.0,2813.0,763.0,0.0,3576.0,2316.0,22
Rottenbuch,SRID=31468;POINT (4422417.990729044 5288759.234044496),190145,Gemeinde,17.0,26.7,0.0,54.5,18.8,0.0,1637.0,0.0,3344.0,1154.0,0.0,6135.0,1809.0,31.5
Schongau,SRID=31468;POINT (4417466.238061967 5297766.998078472),190148,Gemeinde,17.0,86.4,0.0,11.1,2.5,0.0,130238.0,0.0,16679.0,3768.0,0.0,150685.0,12401.0,21.3
Schwabbruck,SRID=31468;POINT (4412964.720607486 5299340.182320145),190149,Gemeinde,17.0,0.0,0.0,56.9,43.1,0.0,0.0,0.0,1671.0,1264.0,0.0,2936.0,995.0,7.3
Schwabsoien,SRID=31468;POINT (4412616.108897144 5300261.647729119),190151,Gemeinde,17.0,0.75,0.0,99.3,0.0,0.0,118.0,0.0,15628.0,0.0,0.0,15746.0,1422.0,17
Seeshaupt,SRID=31468;POINT (4447773.827910756 5298767.334366614),190152,Gemeinde,17.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,3193.0,521.0,0.0,3714.0,3282.0,30
Sindelsdorf,SRID=31468;POINT (4450151.903635713 5287598.027160298),190153,Gemeinde,17.0,0.31,0.0,99.7,0.0,0.0,7.7,0.0,2446.0,0.0,0.0,2454.0,1230.0,17.5
Steingaden,SRID=31468;POINT (4414526.402731883 5285329.4408585215),190154,Gemeinde,17.0,94.7,0.0,4.7,0.6,0.0,94243.0,0.0,4697.0,597.0,0.0,99536.0,2921.0,64
Weilheim i.OB,SRID=31468;POINT (4435858.502576659 5300623.237318176),190157,Gemeinde,17.0,0.62,0.0,95.0,4.3,0.0,100.0,0.0,15333.0,700.0,0.0,16133.0,22703.0,55.5
Wessobrunn,SRID=31468;POINT (4427094.121200336 5304455.928371782),190158,Gemeinde,17.0,3.8,0.0,53.6,42.7,0.0,280.0,0.0,3984.0,3174.0,0.0,7438.0,2227.0,51.1
Wielenbach,SRID=31468;POINT (4437107.618358932 5304385.106217203),190159,Gemeinde,17.0,0.8,0.0,52.4,46.8,0.0,73.6,0.0,4823.0,4301.0,0.0,9197.0,3301.0,33
Wildsteig,SRID=31468;POINT (4420096.270974045 5285389.86856454),190160,Gemeinde,17.0,1.4,0.0,85.7,12.9,0.0,46.1,0.0,2798.0,422.0,0.0,3266.0,1326.0,47.7
Niederbayern,SRID=31468;POINT (4558007.641763928 5396904.957468044),200000,Regierungsbezirk,unbekannt,35.5,0.62,48.9,14.9,0.0,2558543.0,44832.0,3528006.0,1077137.0,0.0,7208517.0,1253441.0,10338
Landshut (Stadt),SRID=31468;POINT (4511859.446623079 5378533.420530114),261000,Landkreis,unbekannt,36.8,0.0,46.1,17.1,0.0,31537.0,0.0,39546.0,14646.0,0.0,85728.0,73150.0,65.9
Landshut,SRID=31468;POINT (4511360.266220577 5377745.619122679),261000,Gemeinde,13.0,36.8,0.0,46.1,17.1,0.0,31537.0,0.0,39546.0,14646.0,0.0,85728.0,73150.0,65.9
Passau (Stadt),SRID=31468;POINT (4604555.61371236 5383682.401532771),262000,Landkreis,unbekannt,88.8,0.0,6.3,4.9,0.0,436900.0,0.0,31086.0,23889.0,0.0,491875.0,53093.0,69.7
Passau,SRID=31468;POINT (4607867.364794223 5382837.145112025),262000,Gemeinde,12.0,88.8,0.0,6.3,4.9,0.0,436900.0,0.0,31086.0,23889.0,0.0,491875.0,53093.0,69.7
Straubing (Stadt),SRID=31468;POINT (4542175.281091386 5416096.218649721),263000,Landkreis,unbekannt,60.2,0.0,39.2,0.64,0.0,90980.0,0.0,59167.0,962.0,0.0,151109.0,47854.0,67.7
Straubing,SRID=31468;POINT (4541876.626683159 5416209.048798316),263000,Gemeinde,12.0,60.2,0.0,39.2,0.64,0.0,90980.0,0.0,59167.0,962.0,0.0,151109.0,47854.0,67.7
Deggendorf,SRID=31468;POINT (4573659.137907601 5405052.094208008),271000,Landkreis,unbekannt,14.2,0.0,74.4,11.4,0.0,70177.0,0.0,367796.0,56349.0,0.0,494322.0,120521.0,862
Aholming,SRID=31468;POINT (4567223.078952816 5400135.780984111),271111,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,13344.0,0.0,0.0,13344.0,2319.0,29.4
Auerbach,SRID=31468;POINT (4580884.928238532 5407906.616695452),271113,Gemeinde,12.0,4.6,0.0,95.4,0.0,0.0,266.0,0.0,5569.0,0.0,0.0,5835.0,2120.0,24.1
Außernzell,SRID=31468;POINT (4588675.439944458 5399195.432384055),271114,Gemeinde,12.0,0.39,0.0,83.4,16.2,0.0,31.2,0.0,6594.0,1280.0,0.0,7905.0,1493.0,24.2
Bernried,SRID=31468;POINT (4564808.07559756 5420350.661407614),271116,Gemeinde,12.0,7.3,0.0,92.7,0.0,0.0,361.0,0.0,4572.0,0.0,0.0,4933.0,4764.0,39.5
Buchhofen,SRID=31468;POINT (4568115.564988099 5395979.76519162),271118,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9695.0,0.0,0.0,9695.0,923.0,15.8
Deggendorf,SRID=31468;POINT (4570738.24784069 5411077.452685206),271119,Gemeinde,12.0,19.6,0.0,76.5,3.9,0.0,7693.0,0.0,29954.0,1515.0,0.0,39162.0,34454.0,77.2
Grafling,SRID=31468;POINT (4571553.380122808 5417915.659150026),271122,Gemeinde,12.0,19.8,0.0,80.2,0.0,0.0,937.0,0.0,3801.0,0.0,0.0,4738.0,2793.0,46.4
Grattersdorf,SRID=31468;POINT (4584844.490500651 5408008.450577401),271123,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2385.0,0.0,0.0,2385.0,1312.0,26
Hengersberg,SRID=31468;POINT (4577422.434818022 5404535.64264305),271125,Gemeinde,12.0,0.47,0.0,40.6,58.9,0.0,246.0,0.0,21023.0,30516.0,0.0,51785.0,7867.0,45.9
Hunding,SRID=31468;POINT (4586606.660220689 5412340.445584778),271126,Gemeinde,12.0,1.9,0.0,98.1,0.0,0.0,55.7,0.0,2803.0,0.0,0.0,2859.0,1131.0,14.7
Iggensbach,SRID=31468;POINT (4583984.208797909 5399609.328485388),271127,Gemeinde,12.0,8.3,0.0,91.7,0.0,0.0,414.0,0.0,4555.0,0.0,0.0,4969.0,2161.0,19.1
Künzing,SRID=31468;POINT (4579528.806623949 5392886.887067713),271128,Gemeinde,12.0,0.0,0.0,74.4,25.6,0.0,0.0,0.0,13294.0,4565.0,0.0,17859.0,3166.0,40.4
Lalling,SRID=31468;POINT (4583543.925952997 5412686.374781375),271130,Gemeinde,12.0,13.3,0.0,72.2,14.5,0.0,541.0,0.0,2937.0,591.0,0.0,4069.0,1588.0,28
Metten,SRID=31468;POINT (4567284.355918016 5413531.283245796),271132,Gemeinde,12.0,10.7,0.0,89.3,0.0,0.0,541.0,0.0,4494.0,0.0,0.0,5035.0,4170.0,12
Moos,SRID=31468;POINT (4570859.347203065 5402026.891594918),271135,Gemeinde,12.0,1.9,0.0,98.1,0.0,0.0,867.0,0.0,45028.0,0.0,0.0,45895.0,2338.0,32.3
Niederalteich,SRID=31468;POINT (4575510.157634113 5403699.890310222),271138,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2318.0,0.0,0.0,2318.0,1797.0,10
Oberpöring,SRID=31468;POINT (4560834.682723353 5396405.517270139),271139,Gemeinde,12.0,5.4,0.0,76.2,18.4,0.0,476.0,0.0,6756.0,1633.0,0.0,8866.0,1196.0,17.4
Offenberg,SRID=31468;POINT (4563431.188975966 5414208.533435754),271140,Gemeinde,12.0,2.6,0.0,97.4,0.0,0.0,159.0,0.0,5861.0,0.0,0.0,6020.0,3386.0,23.8
Osterhofen,SRID=31468;POINT (4575383.186313806 5396341.6686315965),271141,Gemeinde,12.0,1.3,0.0,86.9,11.8,0.0,791.0,0.0,52399.0,7101.0,0.0,60291.0,11920.0,111
Otzing,SRID=31468;POINT (4559553.3197428025 5402801.607003742),271143,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,21773.0,0.0,0.0,21773.0,1989.0,30.5
Plattling,SRID=31468;POINT (4564295.351077371 5404701.164916161),271146,Gemeinde,12.0,53.7,0.0,45.1,1.2,0.0,56678.0,0.0,47538.0,1238.0,0.0,105454.0,13001.0,35.9
Schaufling,SRID=31468;POINT (4578445.510775698 5412340.54464183),271148,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2394.0,0.0,0.0,2394.0,1521.0,25.4
Schöllnach,SRID=31468;POINT (4586993.462864578 5402651.084619277),271149,Gemeinde,12.0,1.5,0.0,98.5,0.0,0.0,110.0,0.0,7102.0,0.0,0.0,7212.0,4845.0,40
Stephansposching,SRID=31468;POINT (4559017.671677672 5409104.379810942),271151,Gemeinde,12.0,0.0,0.0,82.1,17.9,0.0,0.0,0.0,36356.0,7908.0,0.0,44264.0,3176.0,44.7
Wallerfing,SRID=31468;POINT (4564929.288735714 5394440.86698861),271152,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9203.0,0.0,0.0,9203.0,1266.0,20.8
Winzer,SRID=31468;POINT (4579360.165043402 5398939.42287919),271153,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6047.0,0.0,0.0,6047.0,3825.0,27.7
Freyung-Grafenau,SRID=31468;POINT (4611225.4361348385 5411035.545875948),272000,Landkreis,unbekannt,40.1,0.03,47.4,12.5,0.0,113038.0,71.2,133787.0,35146.0,0.0,282042.0,78632.0,986
Eppenschlag,SRID=31468;POINT (4595527.417398313 5417731.70825141),272116,Gemeinde,12.0,9.9,0.0,90.1,0.0,0.0,316.0,0.0,2892.0,0.0,0.0,3209.0,954.0,17.1
Freyung,SRID=31468;POINT (4613776.862151601 5409096.871730833),272118,Gemeinde,12.0,78.8,0.0,15.8,5.4,0.0,49151.0,0.0,9859.0,3342.0,0.0,62353.0,7167.0,48.7
Fürsteneck,SRID=31468;POINT (4607664.491117938 5398817.07444074),272119,Gemeinde,12.0,62.9,0.0,37.1,0.0,0.0,2965.0,0.0,1747.0,0.0,0.0,4712.0,844.0,10.5
Grafenau,SRID=31468;POINT (4602658.819858669 5414415.846689577),272120,Gemeinde,12.0,56.8,0.0,29.9,13.2,0.0,24313.0,0.0,12792.0,5665.0,0.0,42770.0,8151.0,63.8
Grainet,SRID=31468;POINT (4621495.027160898 5407995.310156285),272121,Gemeinde,12.0,20.2,0.0,79.8,0.0,0.0,1068.0,0.0,4222.0,0.0,0.0,5290.0,2464.0,36.2
Haidmühle,SRID=31468;POINT (4630412.575981771 5411576.899832521),272122,Gemeinde,12.0,14.9,0.0,85.1,0.0,0.0,254.0,0.0,1455.0,0.0,0.0,1709.0,1369.0,21.1
Hinterschmiding,SRID=31468;POINT (4617656.4829971315 5410762.666747425),272126,Gemeinde,12.0,8.0,0.0,76.7,15.3,0.0,393.0,0.0,3758.0,749.0,0.0,4900.0,2450.0,21.1
Hohenau,SRID=31468;POINT (4609343.266158647 5413588.846503502),272127,Gemeinde,12.0,6.4,0.0,46.0,47.6,0.0,696.0,0.0,4973.0,5150.0,0.0,10818.0,3330.0,43.2
Innernzell,SRID=31468;POINT (4593811.510437159 5413433.140758676),272128,Gemeinde,12.0,35.7,0.0,64.3,0.0,0.0,1439.0,0.0,2589.0,0.0,0.0,4028.0,1586.0,22.2
Jandelsbrunn,SRID=31468;POINT (4624667.883862724 5400520.725860853),272129,Gemeinde,12.0,38.8,0.62,60.4,0.18,0.0,4470.0,71.2,6959.0,20.7,0.0,11521.0,3295.0,42.5
Mauth,SRID=31468;POINT (4616249.743502848 5417805.937888413),272134,Gemeinde,12.0,49.7,0.0,50.3,0.0,0.0,3969.0,0.0,4022.0,0.0,0.0,7991.0,2202.0,28.9
Neureichenau,SRID=31468;POINT (4628625.031439022 5402639.457856736),272136,Gemeinde,12.0,10.1,0.0,56.8,33.1,0.0,1541.0,0.0,8689.0,5061.0,0.0,15290.0,4413.0,46.5
Perlesreut,SRID=31468;POINT (4606022.912464013 5405624.853884393),272138,Gemeinde,12.0,12.0,0.0,49.1,38.9,0.0,1537.0,0.0,6286.0,4981.0,0.0,12804.0,2873.0,29.8
Philippsreut,SRID=31468;POINT (4623129.780407737 5415589.208942008),272139,Gemeinde,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,344.0,642.0,10.2
Ringelai,SRID=31468;POINT (4608160.225967448 5409408.548828424),272140,Gemeinde,12.0,17.3,0.0,48.1,34.6,0.0,822.0,0.0,2277.0,1639.0,0.0,4738.0,1904.0,16.4
Röhrnbach,SRID=31468;POINT (4612126.447492163 5401430.156016982),272141,Gemeinde,12.0,26.5,0.0,53.4,20.1,0.0,4262.0,0.0,8598.0,3245.0,0.0,16105.0,4338.0,40.7
Saldenburg,SRID=31468;POINT (4599781.110324602 5404823.038955959),272142,Gemeinde,12.0,7.3,0.0,92.7,0.0,0.0,252.0,0.0,3181.0,0.0,0.0,3432.0,1996.0,28.1
Sankt Oswald-Riedlhütte,SRID=31468;POINT (4604861.526152131 5418127.943284685),272143,Gemeinde,12.0,3.6,0.0,76.4,19.9,0.0,138.0,0.0,2890.0,753.0,0.0,3781.0,2906.0,40.4
Schöfweg,SRID=31468;POINT (4590305.49170411 5412047.418298975),272145,Gemeinde,12.0,0.0,0.0,84.3,15.7,0.0,0.0,0.0,3035.0,567.0,0.0,3602.0,1346.0,19.1
Neuschönau,SRID=31468;POINT (4608516.636342426 5417395.509281539),272146,Gemeinde,12.0,13.9,0.0,86.1,0.0,0.0,665.0,0.0,4136.0,0.0,0.0,4801.0,2182.0,27.6
Schönberg,SRID=31468;POINT (4598288.165374115 5412302.332251328),272147,Gemeinde,12.0,50.2,0.0,49.8,0.0,0.0,5339.0,0.0,5296.0,0.0,0.0,10634.0,3810.0,32.8
Spiegelau,SRID=31468;POINT (4599792.013752244 5420675.378318216),272149,Gemeinde,12.0,25.3,0.0,74.7,0.0,0.0,1886.0,0.0,5579.0,0.0,0.0,7465.0,3799.0,47.1
Thurmansbang,SRID=31468;POINT (4596881.65033173 5403902.33625668),272150,Gemeinde,12.0,3.8,0.0,96.2,0.0,0.0,188.0,0.0,4809.0,0.0,0.0,4997.0,2596.0,33
Waldkirchen,SRID=31468;POINT (4618005.028784061 5400258.436671894),272151,Gemeinde,12.0,24.0,0.0,67.1,8.9,0.0,7295.0,0.0,20392.0,2697.0,0.0,30384.0,10901.0,80.2
Zenting,SRID=31468;POINT (4592615.199843786 5406839.809254647),272152,Gemeinde,12.0,1.8,0.0,68.9,29.3,0.0,77.2,0.0,3001.0,1277.0,0.0,4355.0,1114.0,22.3
Annathaler Wald,SRID=31468;POINT (4619416.0048715975 5418549.775522547),272451,Gemeinde,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,10.4
Frauenberger/Duschlberger Wald,SRID=31468;POINT (4629484.561086014 5408787.863078783),272452,Gemeinde,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,21.1
Graineter Wald,SRID=31468;POINT (4624267.499008356 5410292.689857564),272453,Gemeinde,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,6.6
Leopoldsreuter Wald,SRID=31468;POINT (4626264.985376898 5412968.569964672),272455,Gemeinde,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,14.8
Mauther Forst,SRID=31468;POINT (4614929.066008594 5424717.9243458165),272456,Gemeinde,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,24.7
